MFCC_Features,Emotion_Label
"[ 1.0517874   1.9589106  -0.12358729 -1.5736214  -1.0568851  -0.86325026
  0.19441453 -0.76630753 -1.8038785   0.83024544  1.2485763  -0.9809463
  0.36701766]",Zdziwienie
"[ 0.8079911  -0.8647068   0.6658317  -0.02070667 -0.71566683 -1.543648
 -0.3171113   0.5719098   0.99033153 -0.6036429  -0.86636966 -0.65706986
  0.76369107]",Zdziwienie
"[ 0.9926882  -0.88928133 -0.29138163  0.25854617 -1.3700681   0.16346267
 -1.2768447  -0.9076863  -0.15741825 -0.9739123  -0.69352806 -0.80455315
  0.86717904]",Zdziwienie
"[ 0.7243651   0.5107486   1.5102065  -0.6771861  -0.79566306 -1.0366849
 -0.03329945  0.33914518 -1.4821572   0.16813639 -0.4129025  -0.03470413
  0.1313547 ]",Zdziwienie
"[ 0.45195287 -1.2550942   0.04432609  1.0291271   0.18573393 -0.844299
 -0.29079503 -0.28955147 -1.6402104   0.58844507 -2.065758   -1.568115
  1.5203207 ]",Zdziwienie
"[ 0.38281843 -1.6735775  -0.5151344  -2.0803611  -0.84152687 -1.6280994
 -0.57849884 -0.89401525 -1.9648676   0.5033498  -0.47090918 -1.3299482
 -1.1751218 ]",Zdziwienie
"[ 0.5090686  -0.87519336 -0.4319225  -0.6055146  -0.8465567   1.4606196
 -0.25876418  1.3673689   0.7041132   0.04149871 -0.59672916  0.2459074
  1.7278066 ]",Zdziwienie
"[-0.2300352  -0.7625998  -0.05167492  0.37704793  0.77542585  0.82687086
 -1.4436952  -0.8238371   0.55932426  0.34904248 -0.54110485 -0.256949
 -0.3279699 ]",Zdziwienie
"[-0.50811    -0.0750889   0.4104704  -0.26814     0.10307138  1.1544559
  0.2498389   0.34090808  0.2458526  -0.75519735  1.2283305   0.28602022
  0.6579381 ]",Zdziwienie
"[ 0.04811293  0.5323525  -1.0958652   0.73410076 -0.9580231  -0.6817323
 -0.6733715  -0.6003119   0.38987383 -0.8465764  -0.46918273 -0.4673908
  0.07461891]",Zdziwienie
"[ 1.5827546  -1.4542615   0.5844225   0.88435906 -1.4826373  -0.15214305
 -0.29101914  0.57043713 -0.33079574 -0.7239392   0.44129485 -0.41740692
  0.36112118]",Zdziwienie
"[ 0.24588996 -0.96456486 -2.4296868   1.1711073  -1.407285   -2.7957282
 -1.4861279   0.23423429  0.60454446 -2.8468757  -0.6999634  -1.4018012
 -0.41696346]",Zdziwienie
"[-1.1273377  -1.7670169   0.68981063 -0.06493466  0.53300685  0.24517295
 -1.0920187   1.5446553   0.76107854 -0.3571522   0.37650472  0.5670975
  1.61128   ]",Zdziwienie
"[-0.02819832  0.00574992  0.08171706 -0.0567276   0.61672187  0.20179619
  0.06308375 -0.3902945  -0.19347839  0.07545362 -1.2451049  -0.79282236
  0.15994683]",Zdziwienie
"[-0.8697315  -1.1036313  -0.7547671   0.1924919   0.5232219  -1.0611696
 -1.1065762  -0.05052622 -0.19390376 -0.32001442 -1.112764   -2.3574731
  1.0437318 ]",Zdziwienie
"[ 0.46200007 -0.99747753  1.237183    0.51112306 -0.16562848  1.5147012
  0.92536145  2.1325536   0.06774755  0.9738772   1.3789642  -0.01889883
 -0.49144867]",Zdziwienie
"[ 0.9858622  -1.1102159   0.500125    0.0811681  -0.63665676 -0.22879162
 -0.06748285  0.64915025 -0.9839587   0.1807746   0.36425477  0.81053793
  2.1829395 ]",Zdziwienie
"[-0.2158706  -1.1791024   1.0302134   0.43184787  1.2957039   0.59094036
  0.7635189   1.260437    0.72795886  0.16517746 -0.6195383  -0.09797541
  0.14415808]",Zdziwienie
"[-0.00594339  0.10240343  1.1918411   0.18337154  0.91345507  0.74986327
  2.103495    0.34422264 -0.05793756  1.5180835   0.63409406  0.14905757
  1.2453594 ]",Zdziwienie
"[-0.49893233 -1.4133916  -0.24665077 -1.0676115  -0.41698346 -0.23544098
 -1.4370252   0.9196144  -0.00625164 -0.874162   -0.311254    0.80174
  1.1102427 ]",Zdziwienie
"[-0.30988923  0.7331022   0.73960847 -1.3034877   0.14982225  1.108084
  0.20641024  0.6651852  -0.29705378 -1.6348811   0.55443275 -0.37055624
 -0.22833014]",Zdziwienie
"[-0.8990992   0.551591   -0.13341969  0.3573717   0.91136116  1.5806952
  0.3507814  -0.56026566  0.362858    0.82121557 -0.37259975 -0.09847644
  0.37232158]",Zdziwienie
"[ 0.6251075  -1.4559474  -2.2142172   0.08969643 -1.9979243  -1.5394906
 -1.3439447  -0.7414664   1.2495701  -1.1259955  -0.12091528 -1.3296176
  1.148447  ]",Zdziwienie
"[ 0.7464234   0.11739849 -1.2774808  -0.02673809 -1.263949   -1.0207546
 -1.5796183   0.51351196 -0.2674128  -0.43068427 -0.75305945 -0.5443984
  0.20906514]",Zdziwienie
"[ 0.67075634 -1.813622   -0.10186465  0.20992269 -1.7777491  -0.61564434
 -0.5404352   0.15566072  0.6765931  -0.6631634   0.18212788  0.80374557
  2.4588046 ]",Zdziwienie
"[-0.10549696 -1.485812   -0.07677071 -0.6313557  -1.6126081  -0.38788134
 -0.15630014  0.07237059 -0.8781066   0.18243672 -0.64830947 -0.30684435
  0.2365563 ]",Zdziwienie
"[ 0.7593019  -0.27767348  0.00956532  0.02232318 -0.05707967 -0.49555823
 -0.7134858  -1.5988847  -1.1730084   0.48964027 -1.5570593  -0.23060341
  0.6047596 ]",Zdziwienie
"[-0.76180625  0.22871704  1.2370158  -0.82367635  0.28033742  0.5331048
  0.800721    1.7585152  -0.13212192 -2.1200585   0.31730607  0.20006455
  0.24542125]",Zdziwienie
"[ 0.24429971 -1.1773528  -1.3035524   1.3315442  -0.8886719  -1.054164
 -1.1614891   0.03485914  0.32496592 -0.5555648  -1.0341932  -1.1778486
 -1.2251139 ]",Zdziwienie
"[-0.5286204   1.056752    1.0735804   0.08908871  1.3694844   0.17895693
  1.9753993   0.9471331  -0.24872258  0.7780829  -0.13787566  0.07611091
  1.3732055 ]",Zdziwienie
"[-0.39659038 -0.31709623 -0.11250459  0.11124113 -1.7998985   1.5097395
  0.14088611  0.04509788  0.22873053  0.34542072 -0.50991076  0.829365
 -0.21225221]",Zdziwienie
"[-0.49675062 -1.6455665  -0.85169905 -0.4984856  -0.52618647 -0.1624197
 -0.8180013  -0.02634174  0.881148   -0.09068918 -2.2289343   1.1004567
 -0.63603103]",Zdziwienie
"[-0.54641956 -0.5132493  -0.82788086 -0.6029585  -0.550254   -1.1209264
 -0.9554663   0.7306619  -0.58358335  0.73138475 -0.5083976   0.9002755
 -0.4189469 ]",Zdziwienie
"[ 0.7555001  -1.0102247  -0.12326556  0.4462375  -1.4084027  -0.27084535
  0.27985275  1.5581185  -0.26484197  0.0590758   0.7159799   1.0070404
  1.0360075 ]",Zdziwienie
"[ 0.2232141  -2.5686314   0.3975792   0.45072085  0.12876615  0.16703914
 -0.08024505  1.0239594  -0.363951    0.8522176  -0.21207911 -1.3796855
 -0.13220155]",Zdziwienie
"[ 0.18838647 -0.32332847 -1.6256776  -1.1003848  -0.7907549  -0.06594045
 -1.0490538  -0.33665863  0.3665488  -0.22221301 -1.3754945   0.9006162
 -0.5434443 ]",Zdziwienie
"[-0.7535948  -0.55261004  1.2449359   0.85652155  0.7655375   1.9478683
  1.5277665   1.4369116   1.1223682   1.4433591   2.4747777   1.0512422
  1.0682555 ]",Zdziwienie
"[-0.3445887  -0.72608274 -0.71006215 -0.13729633 -0.29838154 -0.91609
 -1.5725509   0.50492465  1.0870632  -0.1461568  -1.418172    0.3191291
 -0.7342127 ]",Zdziwienie
"[ 0.83434224 -1.7391276  -1.4764233   1.0591092  -1.6875737  -3.6740742
 -1.4690002  -0.06929883  1.1557758  -2.1496067  -1.484232   -2.2968922
 -0.32616073]",Zdziwienie
"[-0.6841394  -0.26565245  1.3604455  -2.789992    0.30767447  0.37193036
 -0.78054166 -0.05938409  0.86035776  1.2365608   2.1691844   0.5641006
  2.0405018 ]",Zdziwienie
"[-0.06790537  0.5713491  -1.1788619   0.02552956 -1.7999727  -0.14254135
 -0.8448813  -0.46053708  0.47829044  0.14666317 -1.2007203  -0.0906314
  0.7076164 ]",Zdziwienie
"[ 1.2511177  -0.4818005  -3.1931765   1.6642123  -2.43791    -0.12663047
 -1.3071378  -1.5726556  -0.3858192  -3.1486838   0.01738857 -2.1824708
 -1.6181192 ]",Zdziwienie
"[-0.6010272  -0.42262825 -0.47269684  0.6933342   0.10211819  0.70834017
 -1.3783697  -0.58638346  0.9888406  -0.04389913 -1.280583    0.31684747
 -0.03660201]",Zdziwienie
"[ 0.492618   -0.47384414  0.26318863 -0.31551394 -0.73674524  0.9600734
 -0.23188509  0.44353408 -0.491885   -0.57959384  0.10028078  0.17390823
  0.07960315]",Zdziwienie
"[ 0.34420198 -0.20823395 -0.01621452  0.5894584   0.7246729  -0.6248788
  0.5991139  -0.20321979 -2.0798018   0.43953848 -1.8076012  -1.5789119
  0.6111089 ]",Zdziwienie
"[-0.22965068  0.27714178 -0.67073756  0.45252976  0.3718441   1.3353837
 -0.25213057 -0.6734622  -0.29849726  0.3505581  -0.9638249  -0.5374497
 -0.42692837]",Zdziwienie
"[ 0.45003024 -1.3321233  -1.4372375   0.18295395 -2.6721718  -0.46141374
 -1.1270912  -0.6759762  -0.6009246  -1.7747854  -0.02958717 -2.8077555
 -0.9375318 ]",Zdziwienie
"[-1.0685791  -0.5495043  -0.44993168 -0.2203555  -0.3201379  -0.68870705
 -1.7019      1.7153664   0.7257424   0.03842257 -1.1404316  -1.4253011
  0.11528163]",Zdziwienie
"[ 0.95304143 -1.3156369  -0.29899183  0.54430884 -0.04743779 -1.2447352
 -0.46915367  0.27012926 -1.1472268   0.1519845  -0.65188414 -1.4290633
  0.08764549]",Zdziwienie
"[-0.02218271 -1.4289608  -1.5941006  -0.15447962 -0.16105433 -1.1189138
 -1.7901194  -0.09410524  0.73721474  0.36601788 -2.7346716  -0.44918457
 -0.8737228 ]",Zdziwienie
"[ 0.40589133  0.6626655   0.95678794  0.8032158   0.78845304  1.3790698
  0.7033806   1.4081217  -0.6409045   0.67225516  0.8077641  -0.7647048
 -0.38175377]",Zdziwienie
"[ 0.7168521   0.6240965  -0.11043506  1.1033199   1.4296364  -0.30639637
  1.5822318   0.08019896 -0.9849773   1.3940843  -1.6606369   0.08050286
  1.1156847 ]",Zdziwienie
"[-0.80916154  0.03965757 -0.95245934  0.9571407   0.18488656  0.12554765
 -0.41748598 -1.658267    0.6818338  -0.00185769 -1.2851939   0.13100743
  0.01727213]",Zdziwienie
"[ 0.7371795  -1.2996786  -1.5844367   0.53986895 -2.0326421  -2.558468
 -1.1881362  -0.16439618  1.2605727  -1.664825    0.568895   -1.1768438
 -1.2039765 ]",Zdziwienie
"[-0.10527048 -1.6053798   0.96827674  0.28790468 -1.6394249   0.30385235
 -0.7283576   0.8602945   0.08406925 -0.78289837  0.35612044  0.42887372
  0.49444395]",Zdziwienie
"[-0.45576507  1.5753121   0.48323813 -1.729451   -0.7574168   0.43843082
  0.2003119   1.1928258  -0.2651155  -2.1057234   1.5305382   0.9049817
 -0.88526505]",Zdziwienie
"[ 0.7409097  -0.9336316   1.3332746  -1.4891798  -1.0862049  -0.73263365
 -0.34015995  1.0288976   0.6162067   0.18751234 -0.5384432  -0.33776307
  0.46708524]",Zdziwienie
"[ 0.45354477 -1.2202374  -1.0878346   1.1546733  -1.386921   -2.2611299
 -1.0627499   0.7812461   1.42986    -0.63641095  0.67606646 -0.41381428
 -1.178764  ]",Zdziwienie
"[ 0.08974805 -1.5252807   0.2880569   0.39120832  0.01411251  1.6177472
 -0.4233286   0.03551782  0.09192991  0.7171689  -0.61406386  0.03174316
  1.053648  ]",Zdziwienie
"[-0.7788076   1.3582135  -0.03407529 -0.68745047  0.8779092   0.42799965
 -0.21971317 -0.05802956  0.26522416 -1.7964809   1.0806859  -0.80916
  0.52684087]",Zdziwienie
"[ 0.04945987 -0.19627187 -1.7743989   0.07618239 -0.7279388  -0.47452685
 -0.83017576 -2.174617    0.74868035 -1.2547276  -2.5334134  -0.12261435
 -0.8625068 ]",Zdziwienie
"[-0.5869473   0.9379734   1.1429107   1.1266265   1.3510286   1.3183815
  1.0949513   1.2518388   0.04229917  0.5732852   0.65458137  0.33922833
  0.4058698 ]",Zdziwienie
"[-0.7067137  -0.9736288  -0.6600436   0.02152858  0.8559095  -1.0259776
 -1.4249301   0.4017495   0.22557043  0.8939305  -0.5672397  -0.47473237
  0.51390344]",Zdziwienie
"[ 0.2705265  -0.8804096   0.8297084  -1.6267462  -0.91018647  0.52022713
  0.3171008   0.17436083  0.60044414 -0.03042242  0.18520892 -0.693891
 -0.1604684 ]",Zdziwienie
"[ 0.46860498 -1.2159895  -2.4506247   0.6116685  -0.80747116 -2.2756822
 -1.5495114   0.0133021  -0.25437227 -0.904023   -1.9089562   0.00569748
 -1.8044802 ]",Zdziwienie
"[-2.9793403e-01  1.5905953e-03 -1.2526472e+00 -7.3370659e-01
 -1.0426760e+00 -6.6432744e-02  6.4732265e-03  2.9459444e-01
 -4.1809133e-01  2.0262523e+00  1.7927566e-01 -8.0656725e-01
  3.9753738e-01]",Zdziwienie
"[ 0.26445547 -0.48452255 -0.25478625  0.30707476 -0.02730404  0.87492216
 -0.9169691  -1.0685769   0.59124637 -0.26947972 -0.75290775  0.4502953
  0.04149729]",Zdziwienie
"[ 0.41021675  0.04261055  0.2020632  -1.4161633   0.13370788  0.76701325
 -0.7190033   0.23708613 -0.54961807 -1.6135985   1.858073   -0.240438
 -0.50846535]",Zdziwienie
"[ 0.63533396 -2.2748482   0.06507286  0.09026339 -0.8173875  -1.0143031
 -0.5993      1.2385147  -0.31838238 -0.5251319   0.01891327  0.67984563
  1.2814678 ]",Zdziwienie
"[-0.95797455  0.20150569  0.5613077   0.40158597 -0.16491199 -0.01154252
  0.31752145 -1.2426636  -0.3035908  -0.43182114  1.6655726   1.1549736
  2.3129327 ]",Zdziwienie
"[-0.3730276   0.5729538  -0.04894547 -0.77053344  0.9469433   0.6911464
  0.7081269   0.59366804 -0.8712176  -1.2893182  -0.5984399  -0.26077178
 -0.6369599 ]",Zdziwienie
"[-0.26402643 -0.369639   -0.02451928 -0.46731022  0.17939551  1.1070827
 -1.1534704  -0.26992276 -0.15933898 -0.16189478 -0.695185    0.5679718
  0.03902166]",Zdziwienie
"[ 0.64053977  0.06599823 -1.7470613   0.00864174 -0.9056554  -1.5057354
 -0.83617264  0.07139286 -0.99934274 -1.0518929  -1.3429089   0.6081661
 -0.79406816]",Zdziwienie
"[-0.4229589  -1.1403207   0.25269297 -3.030898   -1.4559182  -0.85200393
 -1.0220625   0.39366087 -0.9393932   0.02165686 -0.07256996 -1.5642021
  0.7021617 ]",Zdziwienie
"[ 0.53529644  0.2329278   1.4595813  -2.3311827  -0.68678117  0.08913757
 -1.071388    0.07815027 -1.2735547   1.2311946   0.01040815 -0.9034912
 -0.07906523]",Zdziwienie
"[-0.7549662  -0.73118335 -1.1422199  -0.7628625  -0.92268443 -0.1412483
 -1.4306096   0.70596987  0.18794124  1.9355745  -0.31096828 -0.2796018
 -1.9065337 ]",Zdziwienie
"[-1.0950791   0.82487595  1.0290871  -0.13891657  0.5018599   1.9940796
  1.1955432   1.1619074   0.24739702  1.4574109   2.816598    0.3566445
 -0.00664064]",Zdziwienie
"[-0.9038786  -0.7890013  -1.4575467  -0.5004444  -0.69257396 -1.1776437
 -1.3126309  -0.35792673  0.0437043  -0.29286638 -3.3525584   1.3801801
 -0.8797891 ]",Zdziwienie
"[ 0.03514645 -2.0012305  -0.01920843 -0.3945985   0.00379635  0.22077702
 -1.0577275   0.41765788 -0.27612764 -0.40214393 -0.64273536  0.03566163
  0.11458211]",Strach
"[-1.1914673   0.45239413  0.9732157   1.8823608   1.2839829   0.9573579
  0.21365306  0.8546454   0.66344714  1.4897765  -0.7699807   1.4050556
  0.08942069]",Strach
"[-0.30041718  2.071297    0.8904205  -0.37041396  0.3421261   1.2705171
  1.1947142   2.0947058  -0.6855809  -0.17961968  1.3247616   1.0461336
  0.2942002 ]",Strach
"[ 1.0702378  -0.08359905 -1.3152639  -0.9357231   0.17884442  1.0435334
 -0.4731849  -1.0417924  -1.5043483  -1.3956438  -0.18450455 -0.39191657
 -0.43449432]",Strach
"[-0.30069146  0.18874572 -0.44401938 -0.15995815 -0.22459894 -0.4170646
 -0.60452044 -0.46103877 -1.077039   -0.03851508  0.24909042  0.12387231
  2.5357416 ]",Strach
"[ 0.8486986  -0.87584704 -0.58336633 -1.3604913  -0.11044675 -0.36844954
  0.30951703 -0.73597085 -0.41154104 -0.81177926 -0.14366442 -1.0067867
 -1.2658798 ]",Strach
"[ 2.1608903  -1.4194661  -0.954335   -0.00561388 -1.2114543   0.70389754
  1.1280024   1.5695832   1.5469908   0.51751196  0.14685729  0.8018528
  1.3662384 ]",Strach
"[-0.18135743  0.16292132  0.0163117  -1.4121696  -0.1807389   0.47284624
 -0.63030064 -1.1423334  -0.3516952   0.92600334 -0.3849391   0.13926269
  1.9660164 ]",Strach
"[ 1.7280613  -1.0154928  -0.15262416 -1.1314437   0.02852297  0.8137025
 -1.3625284  -0.38232636 -1.663436   -1.4475886   0.86029816 -0.8436537
 -0.7539238 ]",Strach
"[ 1.4814391  -1.2116561  -1.0507202  -0.08957534  0.45194975 -1.9169428
 -0.35258085 -0.29702312 -2.3497312  -0.33800504 -2.2478628  -2.190203
  1.439006  ]",Strach
"[ 0.29965302 -0.89693654  2.6536517  -1.252679   -0.6979273   1.3551719
  0.19133034 -0.01882889  0.15508181  0.8855807   0.3784057  -1.2012417
 -0.05467834]",Strach
"[-0.5104655   0.28840706  0.6243007   1.1033596   1.7884667   1.2901481
  0.6765806   1.0084227   0.27261892  1.6256576   0.09371557  1.111888
  0.6876467 ]",Strach
"[ 0.48137376 -2.4205048   0.4949948  -0.96939886  0.12888767 -0.22814612
 -1.5930756   1.3866266  -0.08757936 -0.28050482  0.47154036  0.03025076
  0.66595197]",Strach
"[ 1.0664679  -1.4131761  -1.1499988  -0.57793766 -0.01789969 -1.0602866
 -2.0933404   0.20483962 -0.3884747  -1.3865944  -0.82835895 -0.2767508
 -0.992911  ]",Strach
"[ 0.69825673 -0.69028354  0.63151395 -1.2462786  -0.5292263   0.5526593
 -0.22843547  0.53186905 -0.50330174 -2.5094218   0.02499998 -0.03282497
  0.096189  ]",Strach
"[ 0.3945026   0.3318491  -0.55733067 -0.0185828   0.8132458   0.97035134
 -0.09162346 -0.5426525  -0.35491574 -1.5454767   0.41639808 -0.81441206
  1.0764074 ]",Strach
"[ 0.19406153 -0.02003656 -0.6343278  -0.72839016 -0.15095218 -0.02981811
 -0.986539   -0.9452435  -0.03283263 -0.47750255 -0.5323119  -0.04311274
  1.0954996 ]",Strach
"[ 0.6630055  -1.2862233  -0.4166284  -2.292437    0.575633   -0.03388162
 -1.5961379   0.3950303  -0.1619845  -0.33396593  0.09282975 -1.0017228
  0.54418504]",Strach
"[ 0.9900926  -1.464111   -0.7413369  -0.60784805 -0.9880747  -1.6592363
 -0.5489084   0.24323362 -0.9524735   0.29803368 -1.7726159   0.3005256
  1.3171315 ]",Strach
"[-0.16181375 -0.66954994  0.4141471  -0.15596619  0.15690604 -0.72918725
 -0.5019822  -0.43937823 -0.4285537   0.48177046  0.07504489 -0.02699248
  2.4577637 ]",Strach
"[ 0.9316815   0.98631406 -0.65260506 -1.4366091  -0.8842187   0.85858095
 -0.02830251  0.3427278  -0.91078866 -1.665399    1.4294409   0.41535047
  0.4267704 ]",Strach
"[ 2.0921266  -0.4168537   1.8142796  -1.672572   -1.1884452   0.95052
 -0.27010015 -0.26264435 -0.5169684   0.3835919   0.5490858  -0.18426225
  0.13388324]",Strach
"[-0.4262361  -2.162944    0.87376237 -0.5583714   0.85587823  0.22929706
 -0.9006351   1.206077    0.6977287   0.03572996  0.09057309  0.45656043
  0.8348701 ]",Strach
"[ 0.47154924 -0.3279132   0.663866   -1.6597736  -0.40370703  0.58401096
  0.7258067   0.23751508  0.21908584  0.25094154  0.64875305 -0.72554713
 -0.73742265]",Strach
"[-1.7608522  -0.43166515  1.4060589   1.8645483   1.4173713   1.4657564
  0.76549816  1.3432975   1.1912421   1.3094763   0.11109389  1.5150595
  1.4750743 ]",Strach
"[ 0.97819495 -1.0116616  -1.3936813  -0.8904997  -0.11816935 -0.80996335
 -1.205067   -0.1222013  -0.65947115 -0.81600326 -0.45965067 -0.37202576
 -1.303639  ]",Strach
"[ 1.9812114  -1.0960282  -0.962876   -1.2278075  -1.3671807  -0.4573169
 -1.3012489  -0.3937989   0.1961374  -1.2559605   0.46246356 -1.7835774
  0.52446264]",Strach
"[ 1.0958464  -2.0045857   1.0265852  -1.4602176  -0.86947286 -1.2325817
  0.01808527 -0.25094324 -1.3124112   0.48885494 -0.20254727 -2.0393202
  0.14088582]",Strach
"[-0.29711664 -0.09352616  0.00830018 -0.20411418  0.10185339 -0.19486718
  0.08977212 -1.0242931  -1.4091488   0.8515695  -0.36725667  0.37850228
  1.9872897 ]",Strach
"[ 2.4516304  -1.6493146  -0.147673    0.07508527 -0.25459448  0.8674485
  1.6328309   1.7416987   2.0309887   0.25753063  0.440939    0.6749597
  1.2322296 ]",Strach
"[ 0.7708384  -1.3697823  -0.05613145 -0.68771285 -0.28183484  1.6792507
 -0.07724772  0.3875418  -0.5305915  -0.28697565  0.66481686  0.11541549
  0.4948204 ]",Strach
"[ 0.25427902 -0.51188296 -0.95904326 -1.42401    -0.32387152 -0.17505242
 -1.5964648   0.13222893 -0.39339712  1.1624941  -0.8622348  -1.0891192
 -1.0395563 ]",Strach
"[ 0.7077733   0.44872552 -0.2750818   0.04073636 -1.4721442  -1.1973436
  0.22825764 -1.2712946  -0.13347858 -1.2516074   0.1737397  -0.63131845
 -0.70811695]",Strach
"[-0.3110841  -0.06751177  1.3891276   1.1441643   0.7987739   1.8505534
  0.678723    1.595547    0.5556438   0.23660761  0.9650863   0.55696994
  1.1104078 ]",Strach
"[-1.3815413   0.51462674  0.90297955  0.43653938  0.89946854  0.84651273
  1.0943964   1.4429886   0.5483111   1.5493554   0.92393786  1.4450037
  0.91325   ]",Strach
"[ 0.16783585 -0.92375326  1.1522998  -0.22039302  0.11242856  0.83959526
 -0.20267381  0.03321294 -0.24634343  0.09456643 -1.0849111  -0.38793433
  0.01693854]",Strach
"[ 1.1028408  -1.1555002  -1.1473485  -0.40528283  0.5886581  -1.2486405
 -1.2173698   0.05344517  0.05550019 -0.42718354 -1.2371866  -0.71945435
 -0.76664317]",Strach
"[-0.66386414  1.5546898   1.5015466   0.46673325  1.0478973   1.3525403
  1.2765741   2.2303417   0.08018599  0.1068581   1.864164    0.9355333
  0.96665543]",Strach
"[-1.538468   -0.7037486   0.27368507  0.74223006  1.3801734   0.8751613
 -0.45815426 -0.43474394  0.9349866   0.50524807 -0.92715484 -0.6495287
  1.2566068 ]",Strach
"[-1.632435    0.87458664  1.0177588   1.050323    1.9841651   1.2649837
  0.17077546  1.1056374   1.6762161   1.3470485   0.01239537  0.7451379
  0.39920792]",Strach
"[-0.18325835 -1.2286686  -0.08005339 -0.53214455  0.12383365 -0.4247762
 -1.2618917   0.3516016  -0.27848262  0.16364467 -0.85324585 -0.31196448
 -0.6558094 ]",Strach
"[-0.21846998 -0.9956637  -0.11074478 -0.2558829  -0.56303483  0.6779736
  0.05724024 -0.40394545 -0.0039138  -0.3415133   0.88234514  0.61428523
  1.3296658 ]",Strach
"[ 1.0575434  -1.3729897   0.7526053  -1.0466393  -0.37172976 -1.269874
  0.3893298   0.26503628 -1.7012415  -0.18686071 -0.69940954 -1.340249
  0.6559619 ]",Strach
"[-0.16251329 -0.964985    0.49432945 -0.8961717  -0.69465476  0.76797515
 -0.5012415  -0.14491926  0.2198721  -0.27766618  0.8498478   0.77086854
  1.5594009 ]",Strach
"[ 0.99755293 -0.41766843  0.18153627 -1.3974133   0.13224557  0.7584346
 -0.47910973  0.09646146 -1.5932915  -1.8417643   0.18853769 -0.35800886
 -0.0573897 ]",Strach
"[ 1.4483343  -1.4300907   0.06111035 -2.11718    -0.93481517 -1.7963014
 -1.1935911   0.75305814 -0.31842756  0.01471654 -1.6524825  -1.5192459
  0.7565789 ]",Strach
"[-0.2037036   0.3183307   0.0467445   1.1057434   1.2559098   0.43021157
  0.40659687 -0.19492699  0.8228877   1.7722858  -1.0428936   0.51634103
  0.3533205 ]",Strach
"[ 1.4242854  -1.2021029  -1.2008237   0.04144366 -1.5443423  -0.77866775
 -1.1143821  -0.8142942  -0.52885276 -2.9443293  -0.10718784 -1.5473293
 -0.19549313]",Strach
"[ 0.9776785   0.07960147 -1.5839369  -1.5970225  -0.93976974 -0.8192433
 -1.6204138   0.3731156  -0.39275587 -0.34046015 -0.8222968  -1.2992129
 -1.4456981 ]",Strach
"[ 0.20088586 -0.13398556  0.24698316 -0.2027712   1.760301    1.4970407
  0.9216196  -0.03168178 -0.06044225  0.9807833  -0.64141804 -0.75433856
 -0.5654526 ]",Strach
"[ 1.9797776  -0.655634   -0.02511813 -0.6395844  -0.15561223  0.8363764
 -1.049942   -0.53533125 -0.34544048  0.21508332 -0.59198177 -0.654433
 -0.00883294]",Strach
"[-0.01509009 -1.3588766  -0.53531355 -0.27851406  0.86181265 -0.8883992
 -1.178431    0.23076105 -0.16412283  0.23350203 -1.4734063  -0.6590116
  0.35173166]",Strach
"[ 0.74886966 -1.1356696  -1.7917801  -0.21783459 -0.32325542 -1.4726788
 -1.4436114  -0.33747378  0.05209576 -0.85329676 -1.2607251  -0.0278888
 -2.260799  ]",Strach
"[-1.9205048   1.2388477   1.0141044   1.8372251   2.3978214   1.2003672
  1.1806512   0.9427242   1.2803195   1.0676264  -0.8102447   0.62012845
  0.72439796]",Strach
"[ 1.5536463  -0.44596973 -0.7061454  -0.5632323  -0.3684409   0.97320616
 -0.7660954  -0.70365417 -1.1030096  -1.2137243   0.41179895 -0.28766224
  0.17289355]",Strach
"[ 1.6408783  -0.96233463 -1.318539    0.20439437 -2.206416   -0.61299586
 -0.45624116 -0.89800936 -0.43217292 -1.7886678  -0.09584647 -1.2504565
 -0.7086518 ]",Strach
"[ 1.623798   -1.4625987  -0.63760865 -0.9244121  -1.0305575  -1.6792352
 -1.1006705  -0.21904303 -0.61436045 -0.86571425 -0.82311064 -0.17340416
  0.68414515]",Strach
"[ 1.463464   -0.9028151  -1.5815761   0.43956625 -0.2330296  -0.9409451
 -1.0770133  -0.9811253   0.47274962 -1.4793988  -0.07739839 -1.984587
 -0.20423207]",Strach
"[ 0.10160331 -0.40258852  0.8221065   0.12603718  0.6527922   1.2058938
  0.12456342 -0.31535167  0.06087283  1.0108558  -0.9767762  -1.0897856
  0.07298844]",Strach
"[ 0.5649954  -0.8020744  -0.05156742 -0.12922059  1.3354379   0.6922747
 -0.01749252  0.3022459   0.3511256  -0.07316675 -0.71146005 -1.9901156
 -1.3152968 ]",Strach
"[ 1.9448487  -2.1572614  -0.06736606  0.45651504 -1.5291129  -0.23391443
  0.87892807  1.5289749  -0.04855448 -0.7610144   0.39757863 -1.2527213
  0.40558133]",Strach
"[ 1.0521507   0.09211287 -0.26181296 -0.84985626 -0.06307065  0.95828426
 -0.34356874 -0.3323331   0.5966487   1.318006    0.50049126 -0.01032437
 -0.16620351]",Strach
"[ 0.7130057  -0.60168284  0.23600824 -0.44574207  0.5138306   0.02925268
  0.8960118   0.42104363 -0.0701429  -0.449575   -1.1687537  -0.6322911
 -0.7916613 ]",Strach
"[ 0.27705482 -1.2300254   0.36516663 -0.30235273  0.49075365  0.89961886
 -1.1508447  -1.1454359   0.39818463  1.2213964  -0.25668338 -0.3423654
  0.40899557]",Strach
