MFCC_Features,Emotion_Label
"[-0.1606254  -0.5410305  -1.6281303   0.4990676  -0.20636742 -1.8987533
  0.0602398  -1.2697134   0.29780498 -0.7708607   0.42057428  1.6796267
 -3.125728  ]",Radosc
"[-0.18090229  0.12674853  0.53578174  0.90746754  1.0092803   1.0525556
 -1.6255882  -2.0741177   0.34383038 -0.48857126 -2.0166802   1.6337183
 -0.94813913]",Radosc
"[ 0.24804996 -0.26516658 -0.3211607  -0.38111523 -0.01400355  0.3050038
 -0.9118661  -0.7135173  -0.1560192   1.470544   -0.9806375   0.47451696
  0.28984267]",Radosc
"[ 0.45549622 -0.666582   -1.8667608   1.0260434   0.15776724 -2.729129
 -1.3483595  -1.8552635   1.5973246  -0.49074143 -1.8300172   0.01438809
 -1.9783155 ]",Radosc
"[ 0.9224528   1.0142568   0.7509821  -2.1840613  -0.6499242  -0.05948254
 -0.6937216  -1.366347   -1.0514451   0.30705583  0.57039577 -0.53319687
 -1.4121367 ]",Radosc
"[ 0.5322192  -1.1794007  -0.7794632  -0.8269127  -0.66795725 -1.1275961
 -1.3682209   0.6253384  -1.4162822  -0.5055044   0.13184577 -0.38212946
  1.3741906 ]",Radosc
"[-0.78403294  0.4126571  -1.2140945   0.95657516  0.53174055 -0.01777392
 -0.02601995 -0.65749884  0.09568083 -0.51004153 -0.583024    0.14794578
  0.26539132]",Radosc
"[ 1.1538132  -0.7768128  -0.7901201  -0.64708257 -0.30239916  1.8852882
 -1.8012878  -1.5855327  -1.0368743  -2.577915    0.71717423 -0.4573574
 -0.66679007]",Radosc
"[ 0.04150423  0.31432495 -0.466845    0.7335228   0.5013304  -1.612797
 -0.7404224  -1.2491456   0.6544917   0.5573484   0.47159344  1.2987844
 -0.00370854]",Radosc
"[ 0.5218575   1.4857229   0.89534795 -0.15658474  0.09754749  0.9169293
  1.4984237   1.781128   -0.34365502  0.11001591  1.2691042   0.76000845
  0.44129905]",Radosc
"[-0.28064486 -1.137383    0.38153887  0.3117244  -0.03001778 -1.5686613
 -1.3962088   1.3224251   1.8656013  -0.07872169  0.6477091   1.8337882
 -0.36504677]",Radosc
"[-0.52827555  1.0211242   0.89387614  1.0048809   1.9192926   1.2056694
  0.40189025  1.8127083   1.0698111   0.1190555   1.2885708  -0.88564414
  1.2617853 ]",Radosc
"[ 0.95351666 -0.57555246 -1.1662037   0.74532026 -0.7781866  -0.3935503
 -0.8095377  -1.7857625   1.0776246  -1.7443649  -0.2517816  -0.15884872
 -0.14922433]",Radosc
"[-0.2771108   0.67311037  1.6279411  -0.4187799   0.6991501   0.3882084
  1.7068157   2.8214955   0.84879726  1.1282922   1.762107    1.6421834
  0.99465173]",Radosc
"[ 0.4263143   0.08610141 -0.23332839 -0.7241456  -0.4227531  -1.388698
 -0.3383758  -1.38067    -0.05830961  0.750805    1.048513    1.0491335
  1.1108443 ]",Radosc
"[ 0.4475737  -0.47741437 -0.7571938  -0.18535051 -0.96126515 -2.1487129
 -1.8709092  -1.2705716   1.1747032  -0.03913035  1.6087722   1.2702116
  1.0122776 ]",Radosc
"[ 1.484359   -1.5124549   0.5915595  -0.59442914  0.42278123  0.5585849
 -0.93126345  0.2645111  -0.2098294   0.13706955  0.5417871  -0.95557445
  0.01062608]",Radosc
"[ 0.4772732  -0.6350029  -1.3994606   0.57781535  0.75996244 -1.9926742
 -0.69903886 -1.9352318   0.3979954  -1.605778   -1.4943165  -0.2778305
 -2.6281726 ]",Radosc
"[-0.66162753 -0.60552865 -0.6459287   0.8088363   1.1454098  -1.5249243
 -2.3881128   0.0658133   0.50607514  0.4412725  -1.4952003   0.38115284
  0.2728173 ]",Radosc
"[-1.2023823   0.4604173   0.33639577  1.3358475   0.9421176   2.017222
 -0.5978526  -0.35872987  1.0293704   0.07941744 -1.1952738   0.96682775
  0.17707211]",Radosc
"[ 0.6520219   0.58598334  0.83891857 -0.05860615  0.698877   -0.12726611
 -0.7729506   0.01277575 -1.9682904   0.97334087 -1.7173736   0.15508403
  0.36410764]",Radosc
"[-0.68336433 -1.1053331   1.4178851   0.86287296  1.2118592   1.400702
  1.6604275   0.59560704  0.6154065   1.188875   -0.36786976  0.2780327
  1.7434733 ]",Gniew
"[ 0.3203671  -1.1959705   0.12710045 -2.032625   -1.2416617  -1.1964302
  1.1838665   0.8204984  -1.7943981  -1.4864825  -0.89175534 -1.5066286
 -1.4444962 ]",Gniew
"[ 1.0542928  -0.78735566 -2.1951776   1.3731259  -1.9905226  -0.02619481
 -0.0725677  -0.85684896  0.20071667 -2.0361755   0.1363443  -1.6995964
 -1.9951038 ]",Gniew
"[ 0.21387677  0.21043523 -0.38964894  0.23354363 -0.14551395 -0.43603122
 -0.76306814  0.45179948 -1.5785369  -0.24879271 -1.2301313  -0.15597959
  0.05346071]",Gniew
"[ 0.91571    -0.06836895 -0.8380004   0.09635615  0.78584206  0.07172969
 -0.43682832 -0.4963044   0.69924587  0.87018543 -0.9784713   0.64418066
 -0.08911786]",Gniew
"[-0.09193902 -0.8299266   0.8026142  -0.47626293  1.2293932   1.2301644
  0.49736014  1.2481624  -0.60528964 -0.545434    0.52719414  0.6526552
  0.02478974]",Gniew
"[ 0.5293363  -1.2754531  -1.0987495   0.07153021  0.4973549  -1.7674465
 -0.1927782  -0.08891605 -1.5633268   0.67606527 -0.35393336 -1.2782959
  1.3207262 ]",Gniew
"[ 1.0001267  -0.8720808   0.7629736  -2.9730422  -0.27556637 -2.1357164
 -1.5498762  -0.62751573  1.5020174   0.2893613  -1.45425     1.1611259
 -1.1441845 ]",Gniew
"[ 2.835947   -1.0635042  -0.8321734  -1.4007666  -2.2197618  -0.57266295
 -0.15058458  0.5137661   0.6075181  -0.32596466  1.5737301   0.46787137
  0.46211785]",Gniew
"[ 1.4481325  -0.43562022  2.0441265  -1.7497851  -0.08259526  1.1435618
  0.1030822   0.6889216  -0.31712842  0.68281484  0.86075306 -1.1002177
 -0.62001747]",Gniew
"[-0.6646478  -0.6971488  -0.20026058  1.4807894  -2.311813    0.45353776
 -1.4414345  -0.19182326  2.1659484  -0.76303977 -0.3390003  -1.2832775
 -0.40420532]",Gniew
"[ 0.31648326 -1.3522544  -0.9713956   0.99668056 -0.3995394  -0.5252235
 -1.1273395  -0.25137547 -0.35874537 -0.23401628 -0.73052686  0.8233311
 -1.5515738 ]",Gniew
"[ 0.73226696  0.83623546  0.17826813 -1.1488566  -0.68486583  0.24584442
  0.3456359   0.30545825 -0.28597263 -1.5267265   1.4271784   1.5406878
  1.2634007 ]",Gniew
"[ 0.1702989  -0.0037274  -0.14198951 -0.4353828   1.4151908   0.459667
  0.86446565 -0.54027146  0.39503434 -0.4598069   0.0822449   0.08543311
  0.74130017]",Gniew
"[ 1.6941675  -0.4320361   0.12110637  0.51441294  0.28587505  0.73377174
  0.7701212   2.9319842  -0.3388721   0.37535495 -0.38819084 -0.5875393
  0.2874374 ]",Gniew
"[ 1.7075685 -1.913658  -1.4093778 -1.1870816 -2.3558865 -2.4005437
  1.2396123 -1.0048485 -0.5091929 -2.0163512  1.0394651  1.1208471
 -2.1030843]",Gniew
"[ 0.90502733 -0.65474564  2.3656595  -1.2350093   0.3133606   1.6164367
  0.05119817  0.87729245 -0.8111336   0.3892793   0.88285077 -1.581351
 -1.26933   ]",Gniew
"[-0.28908986  0.02581592 -1.203904    0.36861953 -3.176027    1.3866512
 -1.2347951  -1.4248555   2.1001048   0.09093271 -0.54146105 -0.57650506
 -0.66840965]",Gniew
"[ 1.4292529  -1.857864   -2.4709244   1.2594604  -2.55441    -1.262881
 -0.916291   -0.24226362  0.49457356 -2.4047635   0.26438764 -3.0168846
 -1.3406162 ]",Gniew
"[ 0.69992465  0.34507385 -0.47443607  0.08622506  0.8113714  -0.13779712
  0.25273594 -0.54945993  0.54344314 -0.07967526 -0.41184968  0.2128239
 -0.81225705]",Gniew
"[ 0.06491438 -0.11711847 -1.4355241   1.5918838  -3.3176908   0.85489553
 -1.3152189  -2.364182    1.3995779  -1.2934536  -1.8807358  -1.8478229
 -1.2541475 ]",Gniew
"[ 1.6804122  -0.20623876 -1.7974178  -0.5264248  -1.7156954  -1.8019443
  0.47443736 -0.4830717  -0.15182078 -1.7015281  -0.5237982   0.5814234
 -1.8437451 ]",Gniew
"[-0.7093961   0.30175608 -0.16100647 -0.47987399 -0.66766626 -0.44422972
  1.4135644   0.6838377  -1.2834123   0.80882984  0.55683935 -1.0211996
  0.7911746 ]",Gniew
"[ 1.5681186  -0.7860337  -0.48153076 -1.164834   -1.7356415  -1.3820359
  0.7930831  -0.3616645  -1.061516   -1.2358596   0.42086494  0.93520904
 -0.3116326 ]",Gniew
"[ 1.3694134   0.39813736  0.42538318  0.45972666  1.3985502   0.5558247
  1.5911846  -0.02110522 -1.0995349   0.9531821  -0.9725456  -0.85342956
  1.4120234 ]",Gniew
"[-0.17419745 -0.59814453 -1.312369    1.8071369  -1.2813438  -0.05818542
 -0.25968125  0.2331992   1.182302   -1.9021991   1.3699898  -1.7255388
 -1.0660479 ]",Gniew
"[ 1.7084098  -0.8195234  -0.04723966 -1.268855   -0.06564504  0.85848063
 -0.8008752  -0.6576047  -0.7952404  -1.369447    1.1945337   0.07696038
  0.294003  ]",Gniew
"[ 0.8417396  -1.5135196  -1.4553155   0.27915663 -1.2557791  -0.5819369
 -0.86128795 -1.0933521   0.14959407 -1.7445189  -0.4932174   0.48825157
 -1.4837265 ]",Gniew
"[ 2.1940646  -0.49071312 -1.7017533  -0.49477187 -1.3855646  -0.6918135
 -0.35065883 -0.21787025  0.9787286  -1.1899219   1.1237673   0.1270031
 -1.5462762 ]",Gniew
"[ 1.6333333   0.13712958 -0.3886986  -0.41066855  0.75284725  0.08449369
  0.01027886 -0.7079917  -1.7900248  -1.239273   -0.22476804 -0.29365507
  0.11053915]",Gniew
"[-0.31776503 -1.6427076   0.03987955 -0.25314498 -0.81513405 -0.8317337
  1.0086622   0.5125904  -1.2655246   0.5433551   0.5429244  -0.7726346
  0.08550829]",Gniew
"[ 1.0885241  -0.91684675 -0.225802   -3.411927   -1.338083   -1.3187262
 -0.18432507  0.90667266 -0.95154476 -1.1706123   0.01270366 -1.6900746
 -0.86112493]",Gniew
"[-0.971633   -0.78944206 -0.47954616  1.20828     0.8932668  -0.68852377
  0.34471932  0.3803776  -0.69290495  0.11719932 -0.19051084 -0.42601886
  0.6275532 ]",Gniew
"[ 1.4599905  -0.5150984  -2.6853087   0.1507253  -2.1858609   0.55380535
  0.09311341 -1.1927074   0.5210273  -0.9627011   0.6948863  -1.3015617
 -2.6701539 ]",Gniew
"[-0.7657846  -0.70402044  0.28800243  0.5717787   1.0305518   1.363077
  0.52146214  1.0169907   1.3893228   0.9766734   0.6790619  -0.4751301
  0.36896592]",Gniew
"[ 0.08331587 -0.29568496  1.0963721   0.70170903  1.1885569   1.1471976
  0.9934637   0.10190581  0.5906244   1.3976127  -0.78589803  0.41052055
  0.93792516]",Gniew
"[ 0.25776532 -1.418081   -1.0091621   2.0602467  -3.352917   -0.6792159
 -1.9862585  -1.4524988   2.5228448  -0.84145075 -1.8228205  -1.8588283
  0.19523095]",Gniew
"[ 0.5593676  -1.0343213  -0.38876647  0.02407492 -0.0149079   0.8126785
 -0.07827266  1.2814299  -1.9172305  -0.5598789  -1.0484319  -0.01966578
 -1.1933352 ]",Gniew
"[ 0.9310939  -0.25148788 -0.59272045 -0.7195539   0.49000376  0.37562132
  0.36639014 -0.61375475 -0.03743552 -0.3520976   0.20238177  0.52712625
  0.43968222]",Gniew
"[ 0.11560986 -0.35005623 -0.16126782  1.2104796   1.2104713  -0.19206096
 -0.11727469 -0.0633134   0.8517041   0.00792439 -0.9101378   0.5616442
 -0.16672641]",Gniew
"[ 0.43231308 -1.8155773  -0.8434327   0.57700574 -1.6350926   0.39575917
  0.2201584   0.5605858   0.5621184  -1.0851994   0.21281765 -0.82275194
 -1.2462584 ]",Gniew
"[ 0.05800588  1.1345582  -0.44948167 -0.4771213  -0.4523715   0.36540398
  1.8001711   0.6186919   0.51295626  0.20500675  0.717105    0.2996863
  0.5951207 ]",Gniew
"[-0.7676839   0.6415711   0.93133295  1.4231068   2.1407464   0.76622117
  2.0169487   0.23512779  0.4462496   1.0761001  -0.87110656 -0.31452182
  1.2248813 ]",Gniew
"[-0.11916732 -0.80516815 -0.85729104  1.2809688  -3.5474641   0.6730893
 -1.5447251  -1.135338    1.8543628  -0.8223059  -1.3147827  -0.20213644
 -0.7634767 ]",Gniew
"[ 2.431784    0.44342142 -1.4238316   0.7033628  -0.64115256 -0.7890833
  0.19837454 -0.2455354  -0.32463184 -1.8713013  -0.70931995 -0.92434067
 -2.109768  ]",Gniew
"[ 1.7338654  -0.45986322  0.93144226 -0.8178594   0.01104858  0.18673953
 -0.36948043  0.6901041  -1.5554899  -0.21170692 -1.3243264  -0.22854778
 -1.323027  ]",Gniew
"[ 0.59248877 -0.6924428  -1.6631526   0.4571233  -3.5154417   0.25800827
 -1.6026858  -1.4816834   1.9571037  -1.0442828  -2.313682   -0.3276207
 -0.78111595]",Gniew
"[ 2.5516236  -1.2071462  -2.2470505  -0.8196947  -1.8551027  -2.816883
 -0.48696908 -0.5781324   1.1099478  -0.66213226 -0.24863037 -0.30851758
 -0.46769607]",Gniew
"[ 0.6009962  -0.4003827   1.032731   -1.115225    0.36527053  0.3404848
  1.3379196   1.6419361   0.6990454   0.6280434   1.3283354   0.01259586
  0.64779586]",Gniew
"[-0.53744775 -1.8817163   0.304208    1.2274487   0.4972741  -0.3029722
  0.24859622  1.0673261  -0.56118006  0.56569445 -0.01707273 -0.58219
  0.8050874 ]",Gniew
"[ 0.8384309  -0.54459625 -0.2641535   0.55794317 -1.0565245  -2.5210655
 -1.2648345  -1.6163608   0.38075674  0.6474873  -1.0336457   1.7263163
 -2.128096  ]",Gniew
"[ 1.1392913   0.22908086  0.21828303  0.5893531   1.7594589   0.43952537
  1.1332022  -0.95164734  0.30700326  1.1419377  -0.45596483 -1.0044518
  0.7037507 ]",Gniew
"[-0.2308287  -0.5561071   0.33195284  0.53803784 -2.9891436   0.5237138
 -0.14475246 -1.313548    0.9861084   0.06850658 -0.6610703  -0.73175263
 -0.8547635 ]",Gniew
"[ 1.4816456   0.30856165  0.39338782 -1.0107727   0.38890824  1.0497724
  0.10775185  0.0549941  -1.1265662  -1.7023699   0.07062338  0.32354328
  0.51664126]",Gniew
"[ 0.29403824 -0.78997743  0.08977721  0.06887816  0.496067   -0.2911253
  1.53622     0.8157159   0.73621786 -0.56330967 -0.5953488   0.49711594
  1.1722424 ]",Gniew
"[ 0.40823272 -0.913973   -0.73509425 -1.6819861  -0.3902803  -0.4388219
 -1.0017135   0.35688648  0.33277187  0.39668038 -0.7062069  -0.08322664
 -0.94567055]",Gniew
"[-0.14218262  0.922277    0.8720937  -0.27034828  0.5907194   0.8268957
  1.932748    0.57673484 -0.28831965  1.0851682   0.7555857   0.35788816
  1.0066795 ]",Gniew
"[ 1.6516919  -0.5762005  -2.04392    -0.93344885 -0.91371316 -0.9758844
 -0.4403761  -0.30337375 -0.28167304 -2.7518294  -0.79699814 -0.77642673
 -1.1321322 ]",Gniew
"[ 0.5039443  -0.37849647  0.8452168  -1.7213935  -0.79287654 -0.5929488
  0.82780033  1.5761296  -0.44457522 -0.80188173  1.3975997  -0.41749713
 -1.0497601 ]",Gniew
"[-3.6247203e-01 -1.6422665e+00  8.3021998e-01  5.5269629e-01
 -2.8140521e+00  1.2458874e+00 -7.4902970e-01 -1.9286996e-01
  1.7303336e+00 -2.2772893e-02 -1.2345003e+00 -1.7634368e-02
  2.4528950e-03]",Gniew
"[ 1.2634965  -1.0974103  -2.5411406   1.0758915  -2.852514   -0.18361098
 -0.2133872  -0.62017995  0.16536368 -2.3784945   0.24501002 -1.2367666
 -2.2092376 ]",Gniew
"[ 0.7599971   0.14870572 -0.45369452 -0.04611399  1.1125622   0.21670496
 -0.19466242 -0.811577    0.60061383  0.46822837 -0.04960017  0.03769021
 -0.4493768 ]",Gniew
"[ 1.7308198  -0.13859881  1.2309306  -1.4211386  -0.6976832  -0.6738522
  0.46988645  0.41057593 -2.191198   -0.48040143 -0.35642236 -0.8906316
  0.09773915]",Gniew
"[ 1.5874858  -1.439234   -0.57941496 -1.4338386  -2.4270983  -1.0870221
  0.14910097 -0.04475671 -1.4791468  -1.5605822  -1.3700535  -1.6033149
 -1.5051178 ]",Gniew
"[-0.25241724 -1.3344971  -0.6793179   0.19432877 -0.04840569 -1.5988508
  0.01915182  0.02927189 -0.7815569   0.26723304  0.21260636 -1.2339743
  1.4209602 ]",Gniew
"[ 1.217926   -1.6532371  -2.611044    0.73860574 -2.2829382  -0.7827545
  0.04925071 -0.32558504  1.1342286  -1.8550833   0.5121833  -1.016773
 -1.9934939 ]",Gniew
"[ 2.1691968  -0.78107274  0.31588763 -1.5157087  -0.43920705 -0.25939855
 -1.2266328   0.28553346 -2.3085957  -0.34845036 -0.86966795 -0.21094953
 -0.9260221 ]",Gniew
"[ 1.4238183   0.687047   -0.8657865   0.20315456  0.98526525 -0.02401341
  0.63049585 -0.34906366 -0.93761104  0.24616167 -1.8798977  -0.05106605
  0.6930637 ]",Gniew
"[-0.25888202 -1.4189239   0.35354716  0.1624362  -0.26248217 -0.74569273
  0.32025367  0.69332767 -1.332564    0.7889008   0.35163078 -1.2092171
  0.6334446 ]",Gniew
"[ 1.8687997  -0.3884018  -2.1494498  -1.792082   -2.2997553  -0.94327027
  0.25162622 -0.2625957   0.3020846   0.03385822 -0.41012692  1.0598096
 -0.8616861 ]",Gniew
"[ 0.8147812  -0.85423005 -1.2373236  -1.4184091  -1.0560333  -0.82240826
 -1.1162676  -0.20825174  1.5278918  -1.0379114  -0.0326615  -0.05604982
 -0.92132324]",Gniew
"[ 0.10804744  0.10497683 -0.151401   -0.70905286 -0.75368536 -0.42124826
 -0.29692522  0.4641924  -1.5872374  -0.3847023  -0.06563131 -0.06032325
 -0.29820737]",Gniew
"[ 2.0573199  -0.5695699  -0.07579821  0.40894017 -0.44948047  0.71093565
 -0.15768293 -0.14303876 -0.7537313  -0.7853361  -0.3833933   0.55509573
  0.38808778]",Gniew
"[ 1.8536118   0.2751237   1.2190194  -1.4927868  -0.78648907 -0.82789266
  1.2001088   0.5700995  -1.5127971  -0.14231552 -0.04040924 -0.43863034
  0.25742793]",Gniew
"[ 0.87603986 -1.1409973  -0.21954869 -0.98956704 -0.45693207 -0.6389574
 -0.2084496   0.45438483 -1.3371856  -2.248618   -0.5107811  -2.4036822
 -0.4364127 ]",Gniew
"[ 0.31696826 -0.66537976 -1.7430114  -0.05280833 -0.3379146  -0.69962347
  0.02151631 -1.1529957   0.98606503 -1.0028939  -0.07374635  0.42970532
 -2.181749  ]",Gniew
"[ 0.9464018   0.553986    0.5897682   0.7239715   0.6629583   0.48748493
  2.033535    0.9886396  -0.64032435  0.40616244 -1.2974373   0.39763314
  1.6419871 ]",Gniew
"[ 1.9595629  -0.30311266  0.43765774 -0.95913535  0.4622908   0.08078662
 -0.50416017 -0.06575049 -2.2770913   1.2688782  -0.09781491 -0.7147329
 -0.9709805 ]",Gniew
"[ 0.0508546  -0.6503464  -1.2001405  -0.4640673  -0.88102454 -0.813275
  0.02000173  0.32852027 -0.49665266  0.37440184 -0.6513419   0.78543735
 -1.6954634 ]",Gniew
"[-0.31332934 -1.3361472   0.22279936 -0.78535956  0.1643378   0.32042128
 -0.32239094 -0.0014116   0.4136486  -0.05402699  0.3252066   0.4432704
 -0.4837497 ]",Gniew
"[ 2.4285703  -2.893589   -1.96377    -1.6689796  -3.1873934  -2.0098145
  0.34477666 -0.22153294 -0.85717267 -0.7556755  -0.49738076  0.54455304
 -0.16570857]",Gniew
"[ 0.56998944 -0.0260653  -0.02494118  0.08419806  0.29951352  0.7661473
 -0.6735767   0.00791369 -0.11465085 -0.95297056  0.11564354  0.6767848
 -0.4354145 ]",Gniew
"[ 1.4920118  -0.17826675  0.8141369  -0.5929046   1.0298042   0.5161359
 -0.43690562 -0.09818566 -1.2905891   1.2090944  -0.00278062 -1.6489576
 -1.1098882 ]",Gniew
"[ 0.86479074  0.1688299  -0.01920484  1.664776    1.170858    1.0684975
  1.6057087   0.25867575 -0.75635016  0.6075344  -0.8711613  -0.8965571
  1.3131348 ]",Gniew
"[-0.40362325 -1.3043983   0.7737867  -1.0978395  -0.841085   -0.56207025
  0.50038594  0.15960868 -0.7738019   1.4944351   0.67990404 -0.81619775
  1.2361443 ]",Gniew
"[ 0.6537941  -0.998676   -0.23159021  0.25631154 -0.3481325  -2.8081145
 -1.7183908  -0.89855254  1.4547212   0.31854382 -1.0824132   2.498652
 -0.98986787]",Gniew
"[ 0.9914781  -1.0014533  -1.2437774  -0.9883349  -2.2110336  -0.06397377
 -0.67312485  0.19360346  0.6140043  -1.5745602  -0.3642362  -1.8469785
 -0.93921775]",Gniew
"[ 0.45152763  0.1382766  -0.83233947  0.7221375   0.03815936 -1.520757
 -1.4182988  -1.6034992   0.04043696  0.28201392 -2.0706797   1.8799196
 -0.5900762 ]",Gniew
"[-0.6765183  -0.24758275  0.38967636 -0.35295612  0.6208021   1.6994103
  0.18129319  1.3274059  -0.26714706 -0.61647177  0.47978052  0.97420794
 -0.22391613]",Gniew
"[ 0.93021727 -0.39299405  1.0064899   0.9166373   0.10230865  0.301221
  0.6507453   2.245813    0.08617157  0.8340284   0.52537405 -0.3218121
  0.42644158]",Gniew
"[ 1.2905554   0.259585    0.8364376  -0.14913765  0.8566328   0.6376586
  0.505522    0.07487991 -1.3718572   0.63073003 -0.14969465 -1.0016236
 -1.1170131 ]",Gniew
"[ 0.9115415  -1.7572349  -1.5307368  -0.11069106 -1.1500055  -0.7140365
 -1.2119524  -1.1002914   1.4345628  -1.1961396  -0.15121195  0.42254576
 -1.0082875 ]",Gniew
"[ 1.6878955   0.39084035 -1.5210103  -2.3862972  -1.7131772  -1.1292659
  0.01067715  0.2882321  -1.9677271  -1.0028397  -1.0586592  -0.7752896
 -1.1992509 ]",Gniew
"[ 0.20660329 -1.8279082   0.82135886  0.14586839 -1.7433844   0.749782
  0.01144842  0.290556    0.9095036  -0.10382846  0.14221221  0.49542522
  0.10306082]",Gniew
"[ 0.92852765  0.9863373   0.10271952 -0.22428054  1.5094291   0.49413925
 -0.8872038   0.33117458 -1.0726916  -0.00985308  0.16457613 -0.82347506
 -1.1649423 ]",Gniew
"[ 0.06559057 -0.5778732  -0.91701955 -0.00620808 -0.5979025  -0.5048288
  0.01537803 -0.18180579 -0.25267723  0.43583795 -0.5500795   0.5172734
 -1.6524937 ]",Gniew
"[ 1.7923229  -0.0620008   0.20706673 -0.4284024  -0.12695824 -0.3946775
  0.07139365  1.1409911   0.2541282   0.76285464 -0.08788577  0.01570718
  0.58758307]",Gniew
"[ 2.0971990e+00  1.1914890e+00  1.2145054e-03 -1.5739059e+00
 -1.4106072e+00 -2.6729366e-01  1.0988911e+00 -8.6599164e-02
 -1.7073302e+00  4.5848313e-01  1.2396226e+00  6.6779685e-01
 -4.1680467e-01]",Gniew
"[ 1.3519177  -0.86891156  1.3635266  -2.1866703  -0.58901     1.1572635
 -0.38341677  0.52901185 -0.5597955  -1.284735    1.2572198   0.39174667
  0.9469115 ]",Gniew
"[ 0.07870477 -0.9580623  -0.83082426 -0.7542971  -0.28830644  0.01614911
  0.23406498 -0.29491773  0.43076777 -0.84643036  1.2207894  -0.07741199
 -0.9617874 ]",Gniew
"[ 0.17749959 -1.8297598   0.00250801 -0.700548   -0.68304366 -0.10297518
 -0.45249805 -0.28545907 -0.11678607 -1.3687966   0.34601662  1.2996781
 -1.4478271 ]",Gniew
"[ 0.20366067 -0.8004625  -0.14702362 -1.1924489  -0.49739575 -0.73609394
  0.78907067  0.3311232  -1.6537322  -2.4465752  -1.5712982  -1.6981922
 -1.4267361 ]",Gniew
"[ 0.7756868   0.6729053  -0.59919816 -0.08736379 -0.29444373 -1.411586
 -2.079724   -1.2942728   1.4137288   0.4114932  -0.8205865   1.710239
 -2.1644425 ]",Gniew
"[ 0.55279255 -0.17178184 -0.7075307  -0.8727651  -0.45684296 -0.79402214
  0.22561476  0.3595533  -0.7209765  -0.43264896 -0.278139    0.03092764
 -1.0496306 ]",Gniew
"[ 0.1859435  -0.6137279  -0.6403462  -0.89797825 -3.1860774   0.10203467
 -1.8479818  -0.2607117   1.9157014  -0.12429319 -2.7159834  -0.83468
  1.0681374 ]",Gniew
"[ 1.1689739   0.5380437   0.38232344 -0.32553083  0.9531881   0.255488
 -0.26997742  0.75059664 -0.81525034 -0.04870719  0.21671811 -1.0948268
 -1.0953968 ]",Gniew
"[ 0.0314277  -1.2075262   0.04245616  0.25658426 -0.24178047  1.1000782
  0.205994    1.8297461  -0.38306895  0.06479837 -0.2725823   0.6271635
 -0.03418677]",Gniew
"[ 0.6568736   0.2008922  -0.5061452   1.0190057  -0.5078347  -1.9136206
 -2.5170596   0.19110431  1.1270468  -0.756682   -1.1236506   1.3515799
 -2.380328  ]",Gniew
"[ 1.6356301  -1.1835763  -0.6967936  -1.7201161  -1.3104132  -1.4798627
 -0.40324447  0.22136457 -1.7744497  -1.3397589  -1.1319389  -1.9612389
 -1.6494    ]",Gniew
"[ 0.94416517  0.47043678 -0.72362274  0.7582796   1.7395487  -0.07032989
 -0.02622704 -0.9467064   0.07818085  0.15272877 -2.1055508  -0.6470747
  0.7211515 ]",Gniew
"[ 1.5934435   0.49819216  0.55281603 -0.1001442   0.5191286   0.5665397
  0.37343642  0.01802739 -1.2718626   0.4140799  -0.8658717  -0.70729953
 -1.0179921 ]",Gniew
"[ 1.607814    0.5137797  -0.6268298   0.57087696  0.9770838   0.03953347
  0.3708627  -1.2593173  -0.14024489  0.09639164 -2.4239225  -0.06149375
  0.6924672 ]",Gniew
"[ 0.3007637  -0.93727994 -0.6016448  -0.2446832  -0.6841351   0.0962126
 -0.41010898  0.66245514  0.78469104  0.52597356  0.41795772  0.83764714
 -0.5394713 ]",Gniew
"[ 0.3421153   1.2198071   0.14502132 -1.388109   -0.3209104   0.18395768
  0.28799653 -0.20603056 -1.4667577   0.40183574  0.823505   -0.4203454
 -0.68129903]",Gniew
"[ 1.3298589   1.1853423   0.38012114 -0.12318899  0.84914887 -0.08865847
  0.8799836   1.5842663  -0.9709565   0.08575448  0.32429916 -0.45758888
  0.40667483]",Gniew
"[ 0.4369709   1.1709232  -0.27441108 -0.6804724  -0.9298809   0.9316406
  0.993524    1.7103027  -0.74474704 -0.7043644   1.346585    1.2314005
 -0.41314024]",Gniew
"[ 1.1797923  -0.3440977  -0.01449422 -1.614131   -0.6872051  -1.8453052
  0.5104762   0.5049613  -2.1897273  -1.4140575  -1.9280208  -2.3099809
 -2.2874582 ]",Gniew
"[ 1.043224   -1.2610704  -2.2127347   0.07133918 -2.034698   -0.63791525
 -0.16583174 -0.77410305  0.04028008 -2.7150948  -0.7956076  -1.4510763
 -1.6208134 ]",Gniew
"[ 0.3686609   0.10042664  0.0100255  -1.2191147   0.15850458 -1.8972021
 -0.875815   -0.63077843  0.49103087  0.12502044 -1.1699425   1.2661525
 -1.5383812 ]",Gniew
"[-0.05433168 -0.26072454 -1.4994831   0.52150434 -0.58652073 -0.88446695
 -0.73252517 -0.6725715   0.7434671  -1.5285923   0.45923144 -0.09932192
 -0.69154286]",Gniew
"[-0.12558973 -0.02220258 -1.0771623   0.64481753  0.2490965  -0.16771127
 -0.22756615 -2.1403966   0.07960656 -0.22862919 -1.6167437   0.02726058
 -2.4744706 ]",Gniew
"[ 1.7003748   0.25914755  1.0271225   0.6144344   1.0475894  -0.5434284
  0.08954757  1.4440377  -0.43414277  1.3713024   0.8287886  -0.21203254
  0.07698242]",Gniew
